collection_no	occurrences.genus_reso	occurrences.genus_name	original.genus_reso	original.genus_name	collections.reference_no	collections.country	collections.state	collections.county	collections.latdec	collections.lngdec	collections.period	collections.10_my_bin	collections.ma_max	collections.ma_min
14465		Richardoestesia			2237	"United States"	Wyoming	Washakie	44.1174	-107.7567	Cretaceous	"Cretaceous 7"	87.5	74.9
14470		Euoplocephalus			2602	"United States"	Montana	Hill	48.9333	-110.5833	Cretaceous	"Cretaceous 7"	76.8	76.6
14470		Stegoceras			2602	"United States"	Montana	Hill	48.9333	-110.5833	Cretaceous	"Cretaceous 7"	76.8	76.6
14470		Edmontonia			2602	"United States"	Montana	Hill	48.9333	-110.5833	Cretaceous	"Cretaceous 7"	76.8	76.6
14482		Saurornitholestes			30644	"United States"	Montana	Hill	48.9333	-110.5833	Cretaceous	"Cretaceous 7"	78.0	77.8
14488		Richardoestesia			3010	"United States"	Texas	Brewster	29.2	-103.2	Cretaceous	"Cretaceous 7"	81.3	76.2
14488		Saurornitholestes			3010	"United States"	Texas	Brewster	29.2	-103.2	Cretaceous	"Cretaceous 7"	81.3	76.2
14488		Richardoestesia			3010	"United States"	Texas	Brewster	29.2	-103.2	Cretaceous	"Cretaceous 7"	81.3	76.2
14489		Saurornitholestes	cf.	Saurornitholestes	2988	"United States"	Texas	Brewster	29.316667	-103.516667	Cretaceous	"Cretaceous 7"	76.4	76.2
14489		Richardoestesia	cf.	Richardoestesia	2988	"United States"	Texas	Brewster	29.316667	-103.516667	Cretaceous	"Cretaceous 7"	76.4	76.2
14490		Troodon			1487	"United States"	Montana	"Golden Valley"	46.1	-109.1	Cretaceous	"Cretaceous 7"	80.9	76.2
14490		Saurornitholestes			1487	"United States"	Montana	"Golden Valley"	46.1	-109.1	Cretaceous	"Cretaceous 7"	80.9	76.2
14491		Stegoceras			2602	"United States"	Montana	Hill	48.9333	-110.5833	Cretaceous	"Cretaceous 7"	76.8	75.3
14492		Euoplocephalus			2602	"United States"	Montana	Hill	48.9333	-110.5833	Cretaceous	"Cretaceous 7"	80.5	72.5
14492		Albertosaurus			2602	"United States"	Montana	Hill	48.9333	-110.5833	Cretaceous	"Cretaceous 7"	80.5	72.5
14494		Edmontonia			3313	Canada	Saskatchewan		49.1	-109.5	Cretaceous	"Cretaceous 7"	80.5	80.3
14494		Albertosaurus			3313	Canada	Saskatchewan		49.1	-109.5	Cretaceous	"Cretaceous 7"	80.5	80.3
14494		Troodon			3313	Canada	Saskatchewan		49.1	-109.5	Cretaceous	"Cretaceous 7"	80.5	80.3
14494		Stegoceras			3313	Canada	Saskatchewan		49.1	-109.5	Cretaceous	"Cretaceous 7"	80.5	80.3
14494		Panoplosaurus			3313	Canada	Saskatchewan		49.1	-109.5	Cretaceous	"Cretaceous 7"	80.5	80.3
14502		Edmontonia			13943	Canada	Alberta		49.913	-112.9853	Cretaceous	"Cretaceous 8"	71.0	70.8
14505		Triceratops			3880	"United States"	Wyoming	Niobrara	43.183333	-104.533333	Cretaceous	"Cretaceous 8"	67.3	67.1
14505		Edmontosaurus		Anatosaurus	3880	"United States"	Wyoming	Niobrara	43.183333	-104.533333	Cretaceous	"Cretaceous 8"	67.3	67.1
14505		Richardoestesia			3880	"United States"	Wyoming	Niobrara	43.183333	-104.533333	Cretaceous	"Cretaceous 8"	67.3	67.1
14505		Troodon			3880	"United States"	Wyoming	Niobrara	43.183333	-104.533333	Cretaceous	"Cretaceous 8"	67.3	67.1
14507		Chirostenotes			960	"United States"	Montana	Garfield	47.5500	-107.1167	Cretaceous	"Cretaceous 8"	68.1	65.5
14508		Richardoestesia			960	"United States"	Montana	Garfield	47.5500	-107.1333	Cretaceous	"Cretaceous 8"	68.1	65.5
14508		Troodon			960	"United States"	Montana	Garfield	47.5500	-107.1333	Cretaceous	"Cretaceous 8"	68.1	65.5
14514		Dromaeosaurus			1129	"United States"	Wyoming	Sweetwater	41.5683	-108.6678	Cretaceous	"Cretaceous 8"	65.6	65.5
14514		Ankylosaurus			1129	"United States"	Wyoming	Sweetwater	41.5683	-108.6678	Cretaceous	"Cretaceous 8"	65.6	65.5
14515	"n. gen."	Avisaurus			3198	"United States"	Montana	Garfield	47.6	-107	Cretaceous	"Cretaceous 8"	66.9	66.7
14515		Chirostenotes			3198	"United States"	Montana	Garfield	47.6	-107	Cretaceous	"Cretaceous 8"	66.9	66.7
14516		Troodon			962	"United States"	Montana	McCone	47.8	-106.1	Cretaceous	"Cretaceous 8"	68.1	67.9
14516		Triceratops			962	"United States"	Montana	McCone	47.8	-106.1	Cretaceous	"Cretaceous 8"	68.1	67.9
14517		Cimolopteryx			962	"United States"	Montana	McCone	47.8	-106.1	Cretaceous	"Cretaceous 8"	68.1	65.5
14518		Alamosaurus			23604	"United States"	"New Mexico"	"San Juan"	36.3148	-108.485	Cretaceous	"Cretaceous 8"	92.4	92.2
14519		Thescelosaurus		Thescelosaurus	1239	"United States"	Wyoming	Niobrara	43.15	-104.5667	Cretaceous	"Cretaceous 8"	65.55	65.55
14519		Cimolopteryx			1239	"United States"	Wyoming	Niobrara	43.15	-104.5667	Cretaceous	"Cretaceous 8"	65.55	65.55
14519		Troodon		Saurornithoides	1239	"United States"	Wyoming	Niobrara	43.15	-104.5667	Cretaceous	"Cretaceous 8"	65.55	65.55
14519		Cimolopteryx			1239	"United States"	Wyoming	Niobrara	43.15	-104.5667	Cretaceous	"Cretaceous 8"	65.55	65.55
14519		Troodon	"n. gen."	Pectinodon	1239	"United States"	Wyoming	Niobrara	43.15	-104.5667	Cretaceous	"Cretaceous 8"	65.55	65.55
14521		Troodon			960	"United States"	Montana	Garfield	47.65	-106.65	Cretaceous	"Cretaceous 8"	70.600	65.000
14521		Richardoestesia			960	"United States"	Montana	Garfield	47.65	-106.65	Cretaceous	"Cretaceous 8"	70.600	65.000
14522	cf.	Dryptosaurus			1239	"United States"	Wyoming	Niobrara	43.25	-104.65	Cretaceous	"Cretaceous 8"	65.55	65.55
14525	cf.	Richardoestesia			960	"United States"	Montana	Garfield	47.5167	-106.9833	Cretaceous	"Cretaceous 8"	68.6	65.5
14527		Edmontosaurus	cf.	Anatosaurus	1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	69.4	65.5
14527	cf.	Triceratops			1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	69.4	65.5
14533		Chirostenotes			960	"United States"	Montana	Garfield	47.5667	-107.1	Cretaceous	"Cretaceous 8"	68.1	65.5
14534		Ankylosaurus			960	"United States"	Montana	Garfield	47.5667	-107.1	Cretaceous	"Cretaceous 8"	65.55	65.55
14534		Chirostenotes			960	"United States"	Montana	Garfield	47.5667	-107.1	Cretaceous	"Cretaceous 8"	65.55	65.55
14535		Thescelosaurus			960	"United States"	Montana	Garfield	47.55	-107.1	Cretaceous	"Cretaceous 8"	68.1	65.5
14535		Chirostenotes			960	"United States"	Montana	Garfield	47.55	-107.1	Cretaceous	"Cretaceous 8"	68.1	65.5
14535	cf.	Richardoestesia			960	"United States"	Montana	Garfield	47.55	-107.1	Cretaceous	"Cretaceous 8"	68.1	65.5
14536		Chirostenotes			960	"United States"	Montana	Garfield	47.5667	-107.1	Cretaceous	"Cretaceous 8"	68.1	65.5
14538	cf.	Triceratops			1239	"United States"	Wyoming	Niobrara	43.1667	-104.5333	Cretaceous	"Cretaceous 8"	65.55	65.55
14538	cf.	Ornithomimus			1239	"United States"	Wyoming	Niobrara	43.1667	-104.5333	Cretaceous	"Cretaceous 8"	65.55	65.55
14538	cf.	Tyrannosaurus			1239	"United States"	Wyoming	Niobrara	43.1667	-104.5333	Cretaceous	"Cretaceous 8"	65.55	65.55
14540		Richardoestesia			1419	"United States"	Wyoming	Carbon	41.939878	-106.876311	Cretaceous	"Cretaceous 8"	70.2	70.0
14540		Saurornitholestes			1419	"United States"	Wyoming	Carbon	41.939878	-106.876311	Cretaceous	"Cretaceous 8"	70.2	70.0
14541		Saurornitholestes			1419	"United States"	Wyoming	Carbon	41.940621	-106.891735	Cretaceous	"Cretaceous 8"	70.2	70.0
14541		Ankylosaurus			1419	"United States"	Wyoming	Carbon	41.940621	-106.891735	Cretaceous	"Cretaceous 8"	70.2	70.0
14542		Saurornitholestes			1419	"United States"	Wyoming	Carbon	41.935326	-106.882239	Cretaceous	"Cretaceous 8"	70.2	70.0
14542		Ornithomimus			1419	"United States"	Wyoming	Carbon	41.935326	-106.882239	Cretaceous	"Cretaceous 8"	70.2	70.0
14542		Edmontonia			1419	"United States"	Wyoming	Carbon	41.935326	-106.882239	Cretaceous	"Cretaceous 8"	70.2	70.0
14542		Troodon			1419	"United States"	Wyoming	Carbon	41.935326	-106.882239	Cretaceous	"Cretaceous 8"	70.2	70.0
14543		Troodon			1419	"United States"	Wyoming	Carbon	41.938138	-106.853413	Cretaceous	"Cretaceous 8"	70.2	70.0
14543		Dromaeosaurus			1419	"United States"	Wyoming	Carbon	41.938138	-106.853413	Cretaceous	"Cretaceous 8"	70.2	70.0
14543		Saurornitholestes			1419	"United States"	Wyoming	Carbon	41.938138	-106.853413	Cretaceous	"Cretaceous 8"	70.2	70.0
14543		Richardoestesia			1419	"United States"	Wyoming	Carbon	41.938138	-106.853413	Cretaceous	"Cretaceous 8"	70.2	70.0
14544		Ankylosaurus			1419	"United States"	Wyoming	Carbon	41.8	-107	Cretaceous	"Cretaceous 8"	70.2	70.0
14544		Saurornitholestes			1419	"United States"	Wyoming	Carbon	41.8	-107	Cretaceous	"Cretaceous 8"	70.2	70.0
14544		Stygimoloch			1419	"United States"	Wyoming	Carbon	41.8	-107	Cretaceous	"Cretaceous 8"	70.2	70.0
14546		Edmontosaurus		Anatosaurus	960	"United States"	Montana	Garfield	47.5167	-106.4	Cretaceous	"Cretaceous 8"	69.4	67.5
14546		Richardoestesia			960	"United States"	Montana	Garfield	47.5167	-106.4	Cretaceous	"Cretaceous 8"	69.4	67.5
14548		Richardoestesia			960	"United States"	Montana	Garfield	47.5167	-106.4167	Cretaceous	"Cretaceous 8"	69.4	65.4
14548		Chirostenotes			960	"United States"	Montana	Garfield	47.5167	-106.4167	Cretaceous	"Cretaceous 8"	69.4	65.4
14549	cf.	Richardoestesia			960	"United States"	Montana	Garfield	47.5167	-106.4	Cretaceous	"Cretaceous 8"	67.7	67.5
14549		Thescelosaurus			960	"United States"	Montana	Garfield	47.5167	-106.4	Cretaceous	"Cretaceous 8"	67.7	67.5
14549		Edmontosaurus		Anatosaurus	960	"United States"	Montana	Garfield	47.5167	-106.4	Cretaceous	"Cretaceous 8"	67.7	67.5
14549		Richardoestesia			960	"United States"	Montana	Garfield	47.5167	-106.4	Cretaceous	"Cretaceous 8"	67.7	67.5
14549		Troodon			960	"United States"	Montana	Garfield	47.5167	-106.4	Cretaceous	"Cretaceous 8"	67.7	67.5
14550		Stygimoloch			960	"United States"	Montana	Garfield	47.6	-106.3833	Cretaceous	"Cretaceous 8"	70.2	69.6
14550		Triceratops			960	"United States"	Montana	Garfield	47.6	-106.3833	Cretaceous	"Cretaceous 8"	70.2	69.6
14555		Triceratops			3313	Canada	Saskatchewan		49.4	-107.4	Cretaceous	"Cretaceous 8"	70.600	65.000
14557	cf.	Edmontosaurus			774	"United States"	Wyoming	Niobrara	43.300000	-104.366667	Cretaceous	"Cretaceous 8"	69.4	65.5
14557	cf.	Albertosaurus			774	"United States"	Wyoming	Niobrara	43.300000	-104.366667	Cretaceous	"Cretaceous 8"	69.4	65.5
14557	cf.	Thescelosaurus			774	"United States"	Wyoming	Niobrara	43.300000	-104.366667	Cretaceous	"Cretaceous 8"	69.4	65.5
14557	cf.	Triceratops			774	"United States"	Wyoming	Niobrara	43.300000	-104.366667	Cretaceous	"Cretaceous 8"	69.4	65.5
14560		Chirostenotes			960	"United States"	Montana	Garfield	47.5500	-107.25	Cretaceous	"Cretaceous 8"	70.6	65.4
14562		Chirostenotes			962	"United States"	Montana	McCone	47.8667	-106.1833	Cretaceous	"Cretaceous 8"	68.1	65.5
14565		Cimolopteryx			1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	68.6	65.5
14566		Troodon		Pectinodon	1239	"United States"	Wyoming	Niobrara	43.1333	-104.5167	Cretaceous	"Cretaceous 8"	65.55	65.55
14566		Richardoestesia			1239	"United States"	Wyoming	Niobrara	43.1333	-104.5167	Cretaceous	"Cretaceous 8"	65.55	65.55
14566		Thescelosaurus		Thescelosaurus	1239	"United States"	Wyoming	Niobrara	43.1333	-104.5167	Cretaceous	"Cretaceous 8"	65.55	65.55
14566	cf.	Dryptosaurus			1239	"United States"	Wyoming	Niobrara	43.1333	-104.5167	Cretaceous	"Cretaceous 8"	65.55	65.55
14566		Troodon			1239	"United States"	Wyoming	Niobrara	43.1333	-104.5167	Cretaceous	"Cretaceous 8"	65.55	65.55
14568		Troodon			960	"United States"	Montana	Garfield	47.5167	-107.18333	Cretaceous	"Cretaceous 8"	65.55	65.55
14568		Richardoestesia			960	"United States"	Montana	Garfield	47.5167	-107.18333	Cretaceous	"Cretaceous 8"	65.55	65.55
14569	?	Leptoceratops			12299	Canada	Alberta		52.3284	-113.1246	Cretaceous	"Cretaceous 8"	87.9	87.7
14569	?	Pachycephalosaurus			12299	Canada	Alberta		52.3284	-113.1246	Cretaceous	"Cretaceous 8"	87.9	87.7
14574		Chirostenotes			960	"United States"	Montana	Garfield	47.5333	-106.9167	Cretaceous	"Cretaceous 8"	69.4	65.4
14574		Thescelosaurus			960	"United States"	Montana	Garfield	47.5333	-106.9167	Cretaceous	"Cretaceous 8"	69.4	65.4
14575		Richardoestesia			2255	"United States"	Montana	McCone	47.6500	-106.2	Cretaceous	"Cretaceous 8"	68.6	65.5
14577		Richardoestesia			1239	"United States"	Wyoming	Niobrara	43.2333	-104.5833	Cretaceous	"Cretaceous 8"	71.0	65.4
14579	cf.	Triceratops			1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.55	65.55
14579		Edmontosaurus	cf.	Anatosaurus	1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.55	65.55
14580		Hesperornis			2255	"United States"	Montana	McCone	47.8	-106.1	Cretaceous	"Cretaceous 8"	68.6	65.5
14580		Richardoestesia			2255	"United States"	Montana	McCone	47.8	-106.1	Cretaceous	"Cretaceous 8"	68.6	65.5
14582		Chirostenotes			960	"United States"	Montana	Garfield	47.667	-106.9167	Cretaceous	"Cretaceous 8"	70.600	65.000
14582		Edmontonia			960	"United States"	Montana	Garfield	47.667	-106.9167	Cretaceous	"Cretaceous 8"	70.600	65.000
14582		Richardoestesia			960	"United States"	Montana	Garfield	47.667	-106.9167	Cretaceous	"Cretaceous 8"	70.600	65.000
14582		Troodon			960	"United States"	Montana	Garfield	47.667	-106.9167	Cretaceous	"Cretaceous 8"	70.600	65.000
14582		Thescelosaurus			960	"United States"	Montana	Garfield	47.667	-106.9167	Cretaceous	"Cretaceous 8"	70.600	65.000
14585		Troodon			1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.6	65.6
14585	cf.	Dryptosaurus			1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.6	65.6
14585	cf.	Triceratops			1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.6	65.6
14585		Cimolopteryx			1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.6	65.6
14585		Pachycephalosaurus		Pachycephalosaurus	1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.6	65.6
14585		Ankylosaurus			1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.6	65.6
14585		Thescelosaurus		Thescelosaurus	1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.6	65.6
14585	"n. gen."	Torotix			1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.6	65.6
14585		Richardoestesia			1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.6	65.6
14585	cf.	Tyrannosaurus			1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.6	65.6
14585	aff.	Cimolopteryx			1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.6	65.6
14585	cf.	Saurornithoides			1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.6	65.6
14585	"n. gen."	Potamornis			1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.6	65.6
14585		Edmontosaurus	cf.	Anatosaurus	1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.6	65.6
14585	"n. gen."	Lonchodytes			1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.6	65.6
14585	cf.	Richardoestesia			1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.6	65.6
14585	"n. gen."	Ceramornis			1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.6	65.6
14585	cf.	Ornithomimus			1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.6	65.6
14585		Troodon		Pectinodon	1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	65.6	65.6
14596		Richardoestesia			1239	"United States"	Wyoming	Niobrara	43.1500	-104.5667	Cretaceous	"Cretaceous 8"	68.6	65.5
14605		Richardoestesia			960	"United States"	Montana	Garfield	47.7333	-106.5	Cretaceous	"Cretaceous 8"	68.6	65.5
14606		Ornithomimus			1239	"United States"	Wyoming	Niobrara	43.0	-104.5	Cretaceous	"Cretaceous 8"	68.6	65.5
14609	cf.	Ornithomimus			1239	"United States"	Wyoming	Niobrara	43.2333	-104.5333	Cretaceous	"Cretaceous 8"	68.6	65.5
14609		Edmontosaurus	cf.	Anatosaurus	1239	"United States"	Wyoming	Niobrara	43.2333	-104.5333	Cretaceous	"Cretaceous 8"	68.6	65.5
14609	cf.	Triceratops			1239	"United States"	Wyoming	Niobrara	43.2333	-104.5333	Cretaceous	"Cretaceous 8"	68.6	65.5
14610	cf.	Avisaurus			1984	"United States"	"North Dakota"	Bowman	46.1	-103.3	Cretaceous	"Cretaceous 8"	66.9	66.7
14610		Tyrannosaurus			1984	"United States"	"North Dakota"	Bowman	46.1	-103.3	Cretaceous	"Cretaceous 8"	66.9	66.7
14610		Thescelosaurus			1984	"United States"	"North Dakota"	Bowman	46.1	-103.3	Cretaceous	"Cretaceous 8"	66.9	66.7
14610		Troodon			1984	"United States"	"North Dakota"	Bowman	46.1	-103.3	Cretaceous	"Cretaceous 8"	66.9	66.7
14610		Saurornitholestes			1984	"United States"	"North Dakota"	Bowman	46.1	-103.3	Cretaceous	"Cretaceous 8"	66.9	66.7
14610		Richardoestesia			1984	"United States"	"North Dakota"	Bowman	46.1	-103.3	Cretaceous	"Cretaceous 8"	66.9	66.7
14615		Triceratops			960	"United States"	Montana	Garfield	47.5333	-106.8833	Cretaceous	"Cretaceous 8"	68.6	65.4
14616		Triceratops			1987	"United States"	Montana	Garfield	47.633333	-107.383333	Cretaceous	"Cretaceous 8"	65.55	65.55
14616		Pachycephalosaurus			1987	"United States"	Montana	Garfield	47.633333	-107.383333	Cretaceous	"Cretaceous 8"	65.55	65.55
14616	cf.	Richardoestesia			1987	"United States"	Montana	Garfield	47.633333	-107.383333	Cretaceous	"Cretaceous 8"	65.55	65.55
14617		Richardoestesia			2255	"United States"	Montana	McCone	47.6333	-106.2	Cretaceous	"Cretaceous 8"	69.0	65.4
14621		Edmontosaurus			1921	"United States"	"North Dakota"	Morton	46.9	-101.5	Cretaceous	"Cretaceous 8"	65.6	65.5
14623		Richardoestesia			2255	"United States"	Montana	McCone	47.6333	-106.2	Cretaceous	"Cretaceous 8"	69.0	65.4
14624		Richardoestesia			2255	"United States"	Montana	McCone	47.6333	-106.2	Cretaceous	"Cretaceous 8"	68.1	65.5
14639		Chirostenotes			960	"United States"	Montana	Garfield	47.5167	-107.5	Cretaceous	"Cretaceous 8"	65.7	65.6
14639		Richardoestesia			960	"United States"	Montana	Garfield	47.5167	-107.5	Cretaceous	"Cretaceous 8"	65.7	65.6
14639		Thescelosaurus			960	"United States"	Montana	Garfield	47.5167	-107.5	Cretaceous	"Cretaceous 8"	65.7	65.6
14639	cf.	Dromaeosaurus			960	"United States"	Montana	Garfield	47.5167	-107.5	Cretaceous	"Cretaceous 8"	65.7	65.6
14640	cf.	Tyrannosaurus			717	"United States"	Colorado	Weld	40.386389	-104.491667	Cretaceous	"Cretaceous 8"	69.4	65.4
14640		Triceratops			717	"United States"	Colorado	Weld	40.386389	-104.491667	Cretaceous	"Cretaceous 8"	69.4	65.4
14640		Thescelosaurus			717	"United States"	Colorado	Weld	40.386389	-104.491667	Cretaceous	"Cretaceous 8"	69.4	65.4
14643	cf.	Saurornitholestes			1239	"United States"	Wyoming	Niobrara	43.2000	-104.4667	Cretaceous	"Cretaceous 8"	69.4	65.4
14647		Richardoestesia			2255	"United States"	Montana	McCone	47.6167	-106.1833	Cretaceous	"Cretaceous 8"	68.1	65.5
14649		Triceratops			2255	"United States"	Montana	McCone	47.6167	-106.1833	Cretaceous	"Cretaceous 8"	68.1	65.5
14650		Richardoestesia			2255	"United States"	Montana	McCone	47.6167	-106.1833	Cretaceous	"Cretaceous 8"	68.1	65.5
14650		Troodon			2255	"United States"	Montana	McCone	47.6167	-106.1833	Cretaceous	"Cretaceous 8"	68.1	65.5
14653		Richardoestesia			960	"United States"	Montana	Garfield	47.6	-106.2833	Cretaceous	"Cretaceous 8"	68.6	66.3
14654		Thescelosaurus			960	"United States"	Montana	Garfield	47.6	-106.2667	Cretaceous	"Cretaceous 8"	67.3	67.1
14674		Tyrannosaurus			2333	"United States"	Montana	McCone	47.8	-106.1	Cretaceous	"Cretaceous 8"	70.600	65.000
14674		Anatotitan		Anatosaurus	2333	"United States"	Montana	McCone	47.8	-106.1	Cretaceous	"Cretaceous 8"	70.600	65.000
14674	cf.	Nanotyrannus	cf.	Gorgosaurus	2333	"United States"	Montana	McCone	47.8	-106.1	Cretaceous	"Cretaceous 8"	70.600	65.000
14674		Thescelosaurus			2333	"United States"	Montana	McCone	47.8	-106.1	Cretaceous	"Cretaceous 8"	70.600	65.000
14674		Triceratops			2333	"United States"	Montana	McCone	47.8	-106.1	Cretaceous	"Cretaceous 8"	70.600	65.000
21852		Ceratosaurus			14351	"United States"	Utah	Uintah	40.441389	-109.300556	Jurassic		155.700	145.500
21852		Barosaurus			14351	"United States"	Utah	Uintah	40.441389	-109.300556	Jurassic		155.700	145.500
21852		Apatosaurus			14351	"United States"	Utah	Uintah	40.441389	-109.300556	Jurassic		155.700	145.500
21852		Apatosaurus			14351	"United States"	Utah	Uintah	40.441389	-109.300556	Jurassic		155.700	145.500
21852		Camarasaurus		Camarasaurus	14351	"United States"	Utah	Uintah	40.441389	-109.300556	Jurassic		155.700	145.500
21852		Camarasaurus		Camarasaurus	14351	"United States"	Utah	Uintah	40.441389	-109.300556	Jurassic		155.700	145.500
21852		Camptosaurus		Camptosaurus	14351	"United States"	Utah	Uintah	40.441389	-109.300556	Jurassic		155.700	145.500
21852		Camarasaurus	"n. gen."	Uintasaurus	14351	"United States"	Utah	Uintah	40.441389	-109.300556	Jurassic		155.700	145.500
21852		Torvosaurus			14351	"United States"	Utah	Uintah	40.441389	-109.300556	Jurassic		155.700	145.500
21852		Diplodocus		Diplodocus	14351	"United States"	Utah	Uintah	40.441389	-109.300556	Jurassic		155.700	145.500
21852		Stegosaurus			14351	"United States"	Utah	Uintah	40.441389	-109.300556	Jurassic		155.700	145.500
21852		Dryosaurus			14351	"United States"	Utah	Uintah	40.441389	-109.300556	Jurassic		155.700	145.500
21852		Dryosaurus		Laosaurus	14351	"United States"	Utah	Uintah	40.441389	-109.300556	Jurassic		155.700	145.500
21852		Allosaurus			14351	"United States"	Utah	Uintah	40.441389	-109.300556	Jurassic		155.700	145.500
22637		Megaloolithus			5905	Argentina	Neuquén		-37.883333	-68.516667	Cretaceous	"Cretaceous 7"	83.500	70.600
22645	"n. gen."	Dollodon		Iguanodon	19188	Belgium	Sauerland		50.466667	3.633333	Cretaceous		130.000	112.000
22645		Iguanodon			19188	Belgium	Sauerland		50.466667	3.633333	Cretaceous		130.000	112.000
22648		Diplodocus			13099	"United States"	Wyoming	Albany	42.017778	-106.048611	Jurassic		155.700	145.500
22648		Tanycolagreus		Ornitholestes	13099	"United States"	Wyoming	Albany	42.017778	-106.048611	Jurassic		155.700	145.500
22648		Camarasaurus		Morosaurus	13099	"United States"	Wyoming	Albany	42.017778	-106.048611	Jurassic		155.700	145.500
22648		Apatosaurus		Brontosaurus	13099	"United States"	Wyoming	Albany	42.017778	-106.048611	Jurassic		155.700	145.500
22648		Brachiosaurus			13099	"United States"	Wyoming	Albany	42.017778	-106.048611	Jurassic		155.700	145.500
22648		Camptosaurus		Camptosaurus	13099	"United States"	Wyoming	Albany	42.017778	-106.048611	Jurassic		155.700	145.500
